Panel Index,Insp Time,Panel Barcode,Board Id,Board Barcode,Comp.Name,Pin Number,Pad ID,Height,Area,Area(%),Volume,Volume(%),Offset X,Offset Y,Result
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C240,1,142,5.3525,489.9376,99.7123,2397.7586,97.5986,0.3348,0.0675,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C240,2,143,5.2557,473.2005,96.306,2278.3215,92.737,0.2696,0.1293,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C241,1,144,6.2391,1995.0501,105.3295,11278.8357,119.0942,0.1566,0.0692,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C241,2,145,6.2251,2023.0466,106.8076,11349.1011,119.8361,1.3549,-0.3299,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C242,1,146,5.5158,1133.5511,99.6351,5729.9398,100.7283,0.8431,-0.8277,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C242,2,147,5.1292,1189.544,104.5567,5552.4673,97.6084,1.5036,-0.9766,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C243,1,148,5.6883,492.372,100.2078,2541.3312,103.4426,1.0394,-0.3262,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C243,2,149,5.8608,497.5453,101.2607,2621.4025,106.7018,1.0265,-0.4005,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C244,1,150,5.5325,468.9402,95.4389,2380.3209,96.8888,0.863,-0.0371,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C244,2,151,5.4475,483.8514,98.4737,2401.4587,97.7492,1.043,0.2777,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C245,1,152,5.7875,1242.7981,109.2375,6389.7358,112.327,0.9085,-0.9121,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C245,2,153,6.0716,1250.7102,109.933,6777.8815,119.1503,0.8084,0.774,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C246,1,154,5.9451,1269.273,111.5646,6683.2867,117.4874,1.3491,-0.9332,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C246,2,155,6.1617,1269.273,111.5646,6977.5924,122.6611,1.3883,0.9016,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C247,1,156,5.7675,466.5058,94.9435,2455.4821,99.9482,0.5005,0.0147,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C247,2,157,5.5371,474.7221,96.6157,2394.1593,97.4521,0.5647,0.1633,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C248,1,158,4.9537,500.8927,101.9419,2256.3511,91.8427,1.2394,-0.84,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C248,2,159,5.3679,490.5462,99.8362,2404.7893,97.8848,1.545,-0.7878,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C249,1,160,5.812,1276.2721,112.1798,6641.2705,116.7488,0.8372,0.6141,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C249,2,161,6.5591,1126.8564,99.0467,6758.7966,118.8148,0.1481,0.3614,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C250,1,162,5.442,475.9393,96.8634,2358.3621,95.995,0.7068,0.0188,Good
1,19-02-14 21:09:21,NNTMRT0T18ND,0,NNTMRT0T18ND,C250,2,163,5.6384,481.1126,97.9163,2485.2236,101.1588,0.8133,0.0238,Good
